Property_Area_Semiurban,Credit_History,CoapplicantIncome,LoanAmount,ApplicantIncome,Dependents,Income_Ratio,Loan_Amount_Term,Loan_Per_Term,Total_Income
1.0,1.0,0.21504218496583322,2.206956702912735,0.09772843680942066,0,-0.491866395003834,0.2732312961117544,0.6270804713705846,0.18986805328170417
1.0,1.0,0.43735071155571414,-0.08919364722444484,-0.4006279980413318,0,-0.49212059627591925,0.2732312961117544,-0.17052005123534825,-0.18078914651653985
1.0,1.0,0.025224904569858004,1.2645069323340419,0.13868475131063304,2,-0.49170890718693455,0.2732312961117544,0.29970712253979137,0.1426061611669615
1.0,1.0,0.5228539910133606,-0.14059999834691903,-0.5439750987955752,0,-0.492175980751565,0.2732312961117544,-0.18837677935339145,-0.2776372860959305
1.0,0.0,-0.5544873301529852,-0.6546635095716608,-0.2027270863714735,0,0.15116636577223241,0.2732312961117544,-0.3669440605338242,-0.4429764299858663
0.0,1.0,1.2465537483428806,-0.14059999834691903,2.3470492292160055,0,-0.4916995128461281,0.2732312961117544,-0.18837677935339145,2.784778365916066
1.0,1.0,0.18631308306806402,-0.1063290975986029,-0.3391935262895132,3,-0.4920405251794024,0.2732312961117544,-0.17647229394136266,-0.23641871789094185
0.0,0.0,0.10115181672824809,-0.414767204333448,-0.33395111803335803,2,-0.4920071079809984,0.2732312961117544,-0.28361266264962226,-0.2700443919529063
1.0,1.0,-0.5544873301529852,-0.4833090058300802,-0.2913565509520971,0,0.06760816931300662,0.2732312961117544,-0.30742163347368,-0.5268081796057869
0.0,1.0,-0.5544873301529852,0.8703915737284065,0.672427441890433,0,0.9762456365396709,0.2732312961117544,0.1628055403014596,0.38480398862710175
1.0,0.0,-0.06540857165524729,0.4248698640002969,-0.019406622664046805,1,-0.49170765921762727,0.2732312961117544,0.008047229945084548,-0.04799097752527934
1.0,1.0,0.0012839863217169861,0.8703915737284065,0.11820659406002686,2,-0.49169627751849404,2.1372759162519452,-0.11546180620471479,0.11238954161819163
0.0,1.0,-0.5489740784062651,-0.8431534636873994,-0.4068533578455161,0,-0.4659347408578955,0.2732312961117544,-0.43241873029998285,-0.633554973705144
0.0,1.0,0.52832620089865,0.7847143218576161,-0.27792287979569946,0,-0.4920972957453324,0.2732312961117544,0.13304432677138736,-0.023507767839609374
0.0,1.0,-0.5544873301529852,0.4077344136261389,0.13966770285866215,0,0.4739697495056555,0.2732312961117544,0.002094987239070026,-0.11911625123238385
0.0,1.0,-0.5544873301529852,-0.14059999834691903,1.9817189038651908,2,2.2106210637155166,0.2732312961117544,-0.18837677935339145,1.6232205190566862
1.0,1.0,3.196712546212882,3.646334534342012,1.2184570268205968,1,-0.49209727189659114,0.2732312961117544,1.127068858675796,2.6008443792268876
0.0,1.0,0.24342927374577186,-0.1063290975986029,-0.10705313569664134,0,-0.4919637533057856,0.2732312961117544,-0.17647229394136266,0.009033207059065894
1.0,1.0,0.15792599428812537,0.4077344136261389,-0.13441195378345122,2,-0.4919384227455334,0.2732312961117544,0.002094987239070026,-0.055583871668303565
0.0,1.0,-0.5544873301529852,-0.9459661659323478,-0.13064397284933968,1,0.2191249728740057,0.2732312961117544,-0.4681321865360694,-0.37479533972197526
0.0,1.0,13.696173250494041,3.66346998471617,-0.8170718038896595,3,-0.4922765403845073,-2.5228356340985316,3.216306048486859,5.432529023504944
0.0,1.0,-0.5544873301529852,-0.14059999834691903,0.2889125129010801,0,0.6146749564822815,0.2732312961117544,-0.18837677935339145,0.022049597018536
0.0,1.0,-0.5544873301529852,-1.4771651275312476,-0.23188798229633673,1,0.12367402017196959,-1.5908133240284363,-0.5038456427721559,-0.4705587801380767
0.0,1.0,0.6244318870090446,0.25351536025871635,-0.2143586796898178,0,-0.49209464896701244,0.2732312961117544,-0.05147519711505972,0.08015848076617041
0.0,1.0,-0.5544873301529852,-0.9116952651840317,0.9168547268336686,0,1.2066870951665931,0.2732312961117544,-0.45622770112404054,0.6159998674310232
0.0,1.0,-0.5544873301529852,0.7504434211093001,0.7469679342826396,0,1.0465210143380954,0.2732312961117544,0.12113984135935855,0.45530943424089815
0.0,1.0,0.14390345645707134,-0.17487089909523515,-0.46746870330731044,0,-0.4920853016540825,0.2732312961117544,-0.20028126476542038,-0.3769647380485536
1.0,1.0,0.4431649345588341,-0.6546635095716608,-0.8508198070386584,2,-0.4922669669597292,0.2732312961117544,-0.3669440605338242,-0.6039767772226453
1.0,1.0,-0.5544873301529852,-1.7170614327694604,-0.3665523443763231,0,-0.0032850140045250545,0.2732312961117544,-0.7359831083067184,-0.5979334533128914
1.0,0.0,-0.5544873301529852,-0.1577354487210771,-0.16439197599833869,2,0.18730798863999365,0.2732312961117544,-0.19432902205940586,-0.40671648652734244
0.0,1.0,-0.5544873301529852,-0.3976317539592899,-0.2708783937014909,0,0.0869145917851013,2.1372759162519452,-0.4458112763885153,-0.5074385516899087
0.0,1.0,0.06797654429868126,-0.9459661659323478,-0.3490230417698042,2,-0.4920004770147467,0.2732312961117544,-0.4681321865360694,-0.299331269361714
0.0,1.0,0.30054546442347974,0.06502540614297769,-0.22992207920027855,0,-0.49203105897945565,0.2732312961117544,-0.11694986688121839,-0.08130673754058973
0.0,1.0,-0.5544873301529852,-0.1920063494693932,0.2779362206147552,3,0.6043267140372388,-4.386880254238722,3.5139181837875806,0.01166747645562532
0.0,1.0,-0.5544873301529852,-0.1920063494693932,-0.07428808409567142,0,0.2722562475172103,0.2732312961117544,-0.2062335074714348,-0.3214901236974786
1.0,0.0,-0.12697093286475275,-0.14059999834691903,-0.3233024762630428,3,-0.49185460657227614,0.2732312961117544,-0.18837677935339145,-0.36332851999577537
0.0,1.0,-0.5544873301529852,-0.020651845727812607,-0.325268379359101,0,0.035636733699217826,0.2732312961117544,-0.14671108041129052,-0.558884283434481
0.0,1.0,-0.5544873301529852,1.2645069323340419,0.5181040488498647,0,0.8307524367899654,0.2732312961117544,0.29970712253979137,0.2388344726530441
0.0,1.0,0.6993327598139429,2.995187420124006,0.06742076407852347,0,-0.49203315879622794,0.2732312961117544,0.9008836358472482,0.38062014899727203
0.0,1.0,-0.07635299142582604,-0.8774243644357156,-0.5225139899969399,1,-0.4920336539611375,0.2732312961117544,-0.4443232157120117,-0.5288226209090382
1.0,1.0,-0.3889529811229816,-0.020651845727812607,-0.34853156599578966,2,-0.49123481903722654,0.2732312961117544,-0.14671108041129052,-0.5058889814566385
1.0,1.0,-0.0698547421870449,0.03075450539466157,-0.35344632373593515,0,-0.4919245216028765,0.2732312961117544,-0.12885435229324718,-0.36596278939233484
1.0,1.0,0.015648537270601597,-0.38049630358513187,-0.3118347082027033,0,-0.49195399375110926,0.2732312961117544,-0.27170817723759344,-0.28786444963551416
0.0,1.0,-0.5544873301529852,-0.14059999834691903,0.07299082285068836,0,0.41110803793651524,0.2732312961117544,-0.18837677935339145,-0.18218375972648307
0.0,1.0,-0.07190682089402842,0.3563280625036647,-0.23205180755434157,2,-0.4918419650610466,0.2732312961117544,-0.015761740878973182,-0.25206937724697137
1.0,0.0,3.3102609013326365,-0.14059999834691903,0.01843701193507345,3,-0.49220269490664387,0.2732312961117544,-0.18837677935339145,1.5172299151010011
0.0,1.0,0.5286682140164806,0.49341166549692916,0.47993276373473476,2,-0.4918718186947595,0.2732312961117544,0.03185620076914216,0.6934783790945357
1.0,0.0,0.061136281942069534,-0.5689862577008705,-0.6394852242124025,0,-0.49214944436015723,0.2732312961117544,-0.3371828470037521,-0.57716921218707
0.0,0.0,0.9558425981868824,1.2473714819598838,0.1440909848247931,0,-0.49205838167157273,0.2732312961117544,0.29375487983377696,0.5693578034095886
1.0,1.0,-0.5544873301529852,-0.14059999834691903,-0.07740076399776356,3,0.26932167130145185,0.2732312961117544,-0.18837677935339145,-0.3244343071406921
1.0,0.0,0.09909973802126458,-0.34622540283681574,-0.45927744040706797,0,-0.4920680543508461,0.2732312961117544,-0.2598036918255645,-0.38951625693804265
0.0,1.0,-0.5544873301529852,-0.3119545020884996,-0.1806106765408188,0,0.17201730204209467,0.2732312961117544,-0.24789920641353572,-0.4220572318367179
1.0,1.0,0.22632861785424258,0.3049217113811905,-0.36638851911831827,0,-0.49206391971585084,0.2732312961117544,-0.03361846899701651,-0.24401161203396607
1.0,1.0,0.8706813318470665,0.6647661692385097,0.047761733117941525,0,-0.49206704576357685,0.2732312961117544,0.09137862782928642,0.4396587748848686
0.0,1.0,-0.5544873301529852,-1.288675173415509,-0.5772316261705597,1,-0.20190948839743517,0.2732312961117544,-0.5871770406563579,-0.7972081853114457
1.0,1.0,-0.5544873301529852,0.2706508106328744,5.294101795465245,1,5.333473511421775,0.2732312961117544,-0.045522954409045316,4.756296573705806
0.0,1.0,-0.5544873301529852,-0.05492274647612873,-0.08460907534997694,0,0.26252581059127456,0.2732312961117544,-0.15861556582331932,-0.3312524161670812
1.0,1.0,0.30054546442347974,-0.14059999834691903,-0.3391935262895132,0,-0.49207225013111944,0.2732312961117544,-0.18837677935339145,-0.18466307209971547
0.0,1.0,-0.5544873301529852,-0.4490381050817641,-0.1231080109811166,2,0.22622973634373655,0.2732312961117544,-0.2955171480616511,-0.3676673166489321
0.0,1.0,-0.5544873301529852,0.8703915737284065,1.0408704471433399,2,1.3236067896575985,-2.5228356340985316,1.275874926326157,0.7333023340895811
0.0,1.0,0.2718163625257105,0.04788995576881963,-0.3814604428547644,0,-0.49208158341505254,0.2732312961117544,-0.12290210958723279,-0.23765837407755805
0.0,0.0,-0.5544873301529852,-0.5347153569525543,0.015815807806995857,0,0.35720450639442686,0.2732312961117544,-0.3252783615917232,-0.23626376086761483
0.0,0.0,0.24342927374577186,0.7675788714834582,-0.483195928075776,0,-0.4921156900529868,0.2732312961117544,0.12709208406537295,-0.3467481184997837
0.0,1.0,0.4004132948300108,0.3220571617553486,-0.4111128145536422,0,-0.4921180457529365,0.2732312961117544,-0.02766622629100199,-0.20744175452878816
1.0,1.0,0.2010196471347792,-0.037787296101970666,-0.5477430797296867,0,-0.4921341141232866,0.2732312961117544,-0.15266332311730493,-0.4270158565831827
0.0,1.0,0.026934970159010935,-0.5004444562042383,-0.45927744040706797,0,-0.4920420014915431,0.2732312961117544,-0.31337387617969437,-0.4222121888600449
1.0,1.0,-0.5544873301529852,-0.1063290975986029,0.2260036138272179,0,0.5553656266480067,0.2732312961117544,-0.17647229394136266,-0.037453899939041635
