ApplicantIncome,CoapplicantIncome,LoanAmount,Dependents,Total_Income,Loan_Per_Term,Property_Area_Semiurban,Credit_History,Income_Ratio,Loan_Amount_Term
0.09772843680942066,0.21504218496583322,2.206956702912735,0,0.18986805328170417,0.6270804713705846,1.0,1.0,-0.491866395003834,0.2732312961117544
-0.4006279980413318,0.43735071155571414,-0.08919364722444484,0,-0.18078914651653985,-0.17052005123534825,1.0,1.0,-0.49212059627591925,0.2732312961117544
0.13868475131063304,0.025224904569858004,1.2645069323340419,2,0.1426061611669615,0.29970712253979137,1.0,1.0,-0.49170890718693455,0.2732312961117544
-0.5439750987955752,0.5228539910133606,-0.14059999834691903,0,-0.2776372860959305,-0.18837677935339145,1.0,1.0,-0.492175980751565,0.2732312961117544
-0.2027270863714735,-0.5544873301529852,-0.6546635095716608,0,-0.4429764299858663,-0.3669440605338242,1.0,0.0,0.15116636577223241,0.2732312961117544
2.3470492292160055,1.2465537483428806,-0.14059999834691903,0,2.784778365916066,-0.18837677935339145,0.0,1.0,-0.4916995128461281,0.2732312961117544
-0.3391935262895132,0.18631308306806402,-0.1063290975986029,3,-0.23641871789094185,-0.17647229394136266,1.0,1.0,-0.4920405251794024,0.2732312961117544
-0.33395111803335803,0.10115181672824809,-0.414767204333448,2,-0.2700443919529063,-0.28361266264962226,0.0,0.0,-0.4920071079809984,0.2732312961117544
-0.2913565509520971,-0.5544873301529852,-0.4833090058300802,0,-0.5268081796057869,-0.30742163347368,1.0,1.0,0.06760816931300662,0.2732312961117544
0.672427441890433,-0.5544873301529852,0.8703915737284065,0,0.38480398862710175,0.1628055403014596,0.0,1.0,0.9762456365396709,0.2732312961117544
-0.019406622664046805,-0.06540857165524729,0.4248698640002969,1,-0.04799097752527934,0.008047229945084548,1.0,0.0,-0.49170765921762727,0.2732312961117544
0.11820659406002686,0.0012839863217169861,0.8703915737284065,2,0.11238954161819163,-0.11546180620471479,1.0,1.0,-0.49169627751849404,2.1372759162519452
-0.4068533578455161,-0.5489740784062651,-0.8431534636873994,0,-0.633554973705144,-0.43241873029998285,0.0,1.0,-0.4659347408578955,0.2732312961117544
-0.27792287979569946,0.52832620089865,0.7847143218576161,0,-0.023507767839609374,0.13304432677138736,0.0,1.0,-0.4920972957453324,0.2732312961117544
0.13966770285866215,-0.5544873301529852,0.4077344136261389,0,-0.11911625123238385,0.002094987239070026,0.0,1.0,0.4739697495056555,0.2732312961117544
1.9817189038651908,-0.5544873301529852,-0.14059999834691903,2,1.6232205190566862,-0.18837677935339145,0.0,1.0,2.2106210637155166,0.2732312961117544
1.2184570268205968,3.196712546212882,3.646334534342012,1,2.6008443792268876,1.127068858675796,1.0,1.0,-0.49209727189659114,0.2732312961117544
-0.10705313569664134,0.24342927374577186,-0.1063290975986029,0,0.009033207059065894,-0.17647229394136266,0.0,1.0,-0.4919637533057856,0.2732312961117544
-0.13441195378345122,0.15792599428812537,0.4077344136261389,2,-0.055583871668303565,0.002094987239070026,1.0,1.0,-0.4919384227455334,0.2732312961117544
-0.13064397284933968,-0.5544873301529852,-0.9459661659323478,1,-0.37479533972197526,-0.4681321865360694,0.0,1.0,0.2191249728740057,0.2732312961117544
-0.8170718038896595,13.696173250494041,3.66346998471617,3,5.432529023504944,3.216306048486859,0.0,1.0,-0.4922765403845073,-2.5228356340985316
0.2889125129010801,-0.5544873301529852,-0.14059999834691903,0,0.022049597018536,-0.18837677935339145,0.0,1.0,0.6146749564822815,0.2732312961117544
-0.23188798229633673,-0.5544873301529852,-1.4771651275312476,1,-0.4705587801380767,-0.5038456427721559,0.0,1.0,0.12367402017196959,-1.5908133240284363
-0.2143586796898178,0.6244318870090446,0.25351536025871635,0,0.08015848076617041,-0.05147519711505972,0.0,1.0,-0.49209464896701244,0.2732312961117544
0.9168547268336686,-0.5544873301529852,-0.9116952651840317,0,0.6159998674310232,-0.45622770112404054,0.0,1.0,1.2066870951665931,0.2732312961117544
0.7469679342826396,-0.5544873301529852,0.7504434211093001,0,0.45530943424089815,0.12113984135935855,0.0,1.0,1.0465210143380954,0.2732312961117544
-0.46746870330731044,0.14390345645707134,-0.17487089909523515,0,-0.3769647380485536,-0.20028126476542038,0.0,1.0,-0.4920853016540825,0.2732312961117544
-0.8508198070386584,0.4431649345588341,-0.6546635095716608,2,-0.6039767772226453,-0.3669440605338242,1.0,1.0,-0.4922669669597292,0.2732312961117544
-0.3665523443763231,-0.5544873301529852,-1.7170614327694604,0,-0.5979334533128914,-0.7359831083067184,1.0,1.0,-0.0032850140045250545,0.2732312961117544
-0.16439197599833869,-0.5544873301529852,-0.1577354487210771,2,-0.40671648652734244,-0.19432902205940586,1.0,0.0,0.18730798863999365,0.2732312961117544
-0.2708783937014909,-0.5544873301529852,-0.3976317539592899,0,-0.5074385516899087,-0.4458112763885153,0.0,1.0,0.0869145917851013,2.1372759162519452
-0.3490230417698042,0.06797654429868126,-0.9459661659323478,2,-0.299331269361714,-0.4681321865360694,0.0,1.0,-0.4920004770147467,0.2732312961117544
-0.22992207920027855,0.30054546442347974,0.06502540614297769,0,-0.08130673754058973,-0.11694986688121839,0.0,1.0,-0.49203105897945565,0.2732312961117544
